date,state,epidemiological_week_2019,epidemiological_week_2020,deaths_indeterminate_2019,deaths_respiratory_failure_2019,deaths_others_2019,deaths_pneumonia_2019,deaths_septicemia_2019,deaths_sars_2019,deaths_covid19,deaths_indeterminate_2020,deaths_respiratory_failure_2020,deaths_others_2020,deaths_pneumonia_2020,deaths_septicemia_2020,deaths_sars_2020,deaths_total_2019,deaths_total_2020,new_deaths_indeterminate_2019,new_deaths_respiratory_failure_2019,new_deaths_others_2019,new_deaths_pneumonia_2019,new_deaths_septicemia_2019,new_deaths_sars_2019,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_respiratory_failure_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_septicemia_2020,new_deaths_sars_2020,new_deaths_total_2019,new_deaths_total_2020
2020-02-22,RS,8,8,82,936,6211,1880,1726,6,0,78,881,6401,1814,1774,10,10841,10958,1,19,116,31,37,,,2,17,121,30,34,,204,204
2020-02-23,RS,8,9,85,955,6351,1916,1756,6,0,80,898,6518,1845,1800,10,11069,11151,3,19,140,36,30,,,2,17,117,31,26,,228,193
2020-02-24,RS,9,9,86,971,6477,1954,1788,6,0,83,917,6636,1878,1839,11,11282,11364,1,16,126,38,32,,,3,19,118,33,39,1,213,213
2020-02-25,RS,9,9,88,987,6583,1992,1814,6,0,83,933,6761,1920,1869,11,11470,11577,2,16,106,38,26,,,,16,125,42,30,,188,213
2020-02-26,RS,9,9,88,999,6691,2017,1848,6,0,85,960,6870,1946,1898,12,11649,11771,,12,108,25,34,,,2,27,109,26,29,1,179,194
2020-02-27,RS,9,9,88,1013,6819,2043,1876,6,0,87,978,6984,1978,1935,13,11845,11975,,14,128,26,28,,,2,18,114,32,37,1,196,204
2020-02-28,RS,9,9,90,1031,6916,2079,1904,6,0,90,1000,7094,2004,1953,13,12026,12154,2,18,97,36,28,,,3,22,110,26,18,,181,179
2020-02-29,RS,9,9,90,1031,6916,2079,1904,6,0,92,1021,7218,2030,1990,13,12026,12364,,,,,,,,2,21,124,26,37,,0,210
2020-03-01,RS,9,10,90,1056,7027,2105,1935,6,0,92,1030,7324,2066,2026,14,12219,12552,,25,111,26,31,,,,9,106,36,36,1,193,188
2020-03-02,RS,9,10,90,1075,7131,2130,1970,6,0,92,1046,7461,2105,2050,15,12402,12769,,19,104,25,35,,,,16,137,39,24,1,183,217
2020-03-03,RS,10,10,90,1090,7245,2162,1990,6,0,92,1062,7582,2129,2078,16,12583,12959,,15,114,32,20,,,,16,121,24,28,1,181,190
2020-03-04,RS,10,10,92,1116,7368,2197,2030,6,0,93,1076,7713,2167,2107,17,12809,13173,2,26,123,35,40,,,1,14,131,38,29,1,226,214
2020-03-05,RS,10,10,92,1130,7487,2232,2061,6,0,93,1095,7842,2210,2134,17,13008,13391,,14,119,35,31,,,,19,129,43,27,,199,218
2020-03-06,RS,10,10,92,1146,7610,2268,2088,6,0,95,1116,7945,2242,2165,18,13210,13581,,16,123,36,27,,,2,21,103,32,31,1,202,190
2020-03-07,RS,10,10,94,1159,7712,2294,2123,6,0,96,1135,8063,2264,2202,19,13388,13779,2,13,102,26,35,,,1,19,118,22,37,1,178,198
2020-03-08,RS,10,11,96,1176,7834,2336,2149,7,0,99,1151,8203,2300,2226,20,13598,13999,2,17,122,42,26,1,,3,16,140,36,24,1,210,220
2020-03-09,RS,10,11,96,1191,7949,2367,2185,7,0,100,1170,8320,2328,2259,20,13795,14197,,15,115,31,36,,,1,19,117,28,33,,197,198
2020-03-10,RS,11,11,97,1213,8051,2410,2216,7,0,101,1188,8445,2371,2293,20,13994,14418,1,22,102,43,31,,,1,18,125,43,34,,199,221
2020-03-11,RS,11,11,98,1229,8170,2442,2242,7,0,101,1207,8553,2418,2322,21,14188,14622,1,16,119,32,26,,,,19,108,47,29,1,194,204
2020-03-12,RS,11,11,99,1245,8294,2476,2276,7,0,103,1221,8684,2458,2355,21,14397,14842,1,16,124,34,34,,,2,14,131,40,33,,209,220
2020-03-13,RS,11,11,99,1262,8395,2518,2308,7,0,104,1239,8813,2500,2391,22,14589,15069,,17,101,42,32,,,1,18,129,42,36,1,192,227
2020-03-14,RS,11,11,101,1278,8512,2548,2342,7,0,106,1257,8930,2533,2419,22,14788,15267,2,16,117,30,34,,,2,18,117,33,28,,199,198
2020-03-15,RS,11,12,102,1299,8646,2579,2368,7,0,110,1271,9047,2571,2453,22,15001,15474,1,21,134,31,26,,,4,14,117,38,34,,213,207
2020-03-16,RS,11,12,102,1314,8767,2613,2394,7,0,112,1290,9173,2617,2490,22,15197,15704,,15,121,34,26,,,2,19,126,46,37,,196,230
2020-03-17,RS,12,12,105,1335,8884,2643,2421,7,0,112,1301,9297,2642,2523,22,15395,15897,3,21,117,30,27,,,,11,124,25,33,,198,193
2020-03-18,RS,12,12,108,1345,8999,2681,2464,7,0,112,1316,9406,2685,2567,22,15604,16108,3,10,115,38,43,,,,15,109,43,44,,209,211
2020-03-19,RS,12,12,108,1366,9106,2722,2497,7,0,114,1326,9528,2738,2600,23,15806,16329,,21,107,41,33,,,2,10,122,53,33,1,202,221
2020-03-20,RS,12,12,109,1384,9241,2753,2522,7,0,115,1344,9639,2790,2629,23,16016,16540,1,18,135,31,25,,,1,18,111,52,29,,210,211
2020-03-21,RS,12,12,111,1397,9364,2778,2564,8,0,117,1366,9771,2826,2666,23,16222,16769,2,13,123,25,42,1,,2,22,132,36,37,,206,229
2020-03-22,RS,12,13,112,1411,9499,2808,2610,8,0,119,1382,9869,2855,2691,23,16448,16939,1,14,135,30,46,,,2,16,98,29,25,,226,170
2020-03-23,RS,12,13,114,1425,9622,2837,2640,8,0,120,1407,9995,2902,2716,23,16646,17163,2,14,123,29,30,,,1,25,126,47,25,,198,224
2020-03-24,RS,13,13,115,1446,9733,2870,2679,8,1,123,1431,10120,2934,2743,24,16851,17376,1,21,111,33,39,,1,3,24,125,32,27,1,205,213
2020-03-25,RS,13,13,115,1455,9859,2903,2707,8,1,123,1444,10229,2975,2780,24,17047,17576,,9,126,33,28,,,,13,109,41,37,,196,200
2020-03-26,RS,13,13,117,1470,9963,2933,2741,8,2,124,1458,10308,3005,2810,26,17232,17733,2,15,104,30,34,,1,1,14,79,30,30,2,185,157
2020-03-27,RS,13,13,118,1490,10072,2968,2769,8,2,126,1479,10437,3039,2831,26,17425,17940,1,20,109,35,28,,,2,21,129,34,21,,193,207
2020-03-28,RS,13,13,122,1505,10181,3005,2795,8,3,126,1494,10553,3076,2864,27,17616,18143,4,15,109,37,26,,1,,15,116,37,33,1,191,203
2020-03-29,RS,13,14,126,1528,10306,3038,2830,8,4,129,1510,10684,3113,2892,27,17836,18359,4,23,125,33,35,,1,3,16,131,37,28,,220,216
2020-03-30,RS,13,14,127,1544,10421,3084,2859,9,7,131,1525,10802,3149,2927,27,18044,18568,1,16,115,46,29,1,3,2,15,118,36,35,,208,209
2020-03-31,RS,14,14,130,1559,10549,3117,2906,9,9,133,1547,10924,3184,2963,29,18270,18789,3,15,128,33,47,,2,2,22,122,35,36,2,226,221
2020-04-01,RS,14,14,132,1584,10670,3151,2938,9,10,135,1565,11034,3212,2995,29,18484,18980,2,25,121,34,32,,1,2,18,110,28,32,,214,191
2020-04-02,RS,14,14,132,1604,10796,3184,2976,10,14,137,1573,11160,3239,3013,29,18702,19165,,20,126,33,38,1,4,2,8,126,27,18,,218,185
2020-04-03,RS,14,14,134,1631,10907,3222,3010,10,18,137,1588,11270,3268,3035,29,18914,19345,2,27,111,38,34,,4,,15,110,29,22,,212,180
2020-04-04,RS,14,14,137,1650,11023,3260,3045,10,21,138,1602,11384,3298,3059,29,19125,19531,3,19,116,38,35,,3,1,14,114,30,24,,211,186
2020-04-05,RS,14,15,137,1664,11148,3300,3069,10,23,138,1623,11483,3327,3076,30,19328,19700,,14,125,40,24,,2,,21,99,29,17,1,203,169
2020-04-06,RS,14,15,137,1683,11262,3329,3107,10,27,141,1643,11600,3350,3090,31,19528,19882,,19,114,29,38,,4,3,20,117,23,14,1,200,182
2020-04-07,RS,15,15,139,1708,11355,3364,3137,10,31,144,1663,11733,3377,3117,32,19713,20097,2,25,93,35,30,,4,3,20,133,27,27,1,185,215
2020-04-08,RS,15,15,139,1728,11465,3402,3165,10,34,147,1685,11864,3408,3147,35,19909,20320,,20,110,38,28,,3,3,22,131,31,30,3,196,223
2020-04-09,RS,15,15,140,1749,11582,3440,3195,10,38,149,1706,11996,3434,3167,36,20116,20526,1,21,117,38,30,,4,2,21,132,26,20,1,207,206
2020-04-10,RS,15,15,142,1766,11717,3482,3230,11,40,150,1719,12135,3473,3190,37,20348,20744,2,17,135,42,35,1,2,1,13,139,39,23,1,232,218
2020-04-11,RS,15,15,142,1782,11831,3518,3255,11,41,153,1734,12255,3504,3220,38,20539,20945,,16,114,36,25,,1,3,15,120,31,30,1,191,201
2020-04-12,RS,15,16,144,1802,11947,3551,3282,11,43,154,1749,12374,3527,3244,38,20737,21129,2,20,116,33,27,,2,1,15,119,23,24,,198,184
2020-04-13,RS,15,16,146,1819,12072,3593,3306,13,48,156,1771,12499,3567,3276,39,20949,21356,2,17,125,42,24,2,5,2,22,125,40,32,1,212,227
2020-04-14,RS,16,16,147,1831,12205,3622,3341,13,48,159,1783,12619,3599,3303,40,21159,21551,1,12,133,29,35,,,3,12,120,32,27,1,210,195
2020-04-15,RS,16,16,147,1853,12341,3663,3375,14,50,160,1807,12746,3630,3321,42,21393,21756,,22,136,41,34,1,2,1,24,127,31,18,2,234,205
2020-04-16,RS,16,16,148,1868,12464,3699,3409,14,54,160,1818,12851,3662,3351,42,21602,21938,1,15,123,36,34,,4,,11,105,32,30,,209,182
2020-04-17,RS,16,16,152,1885,12601,3728,3442,14,57,162,1832,12963,3685,3377,42,21822,22118,4,17,137,29,33,,3,2,14,112,23,26,,220,180
2020-04-18,RS,16,16,153,1901,12720,3767,3476,14,59,165,1855,13096,3713,3406,43,22031,22337,1,16,119,39,34,,2,3,23,133,28,29,1,209,219
2020-04-19,RS,16,17,156,1916,12837,3809,3507,14,61,167,1870,13222,3750,3436,43,22239,22549,3,15,117,42,31,,2,2,15,126,37,30,,208,212
2020-04-20,RS,16,17,156,1940,12949,3845,3527,14,63,172,1886,13326,3779,3449,44,22431,22719,,24,112,36,20,,2,5,16,104,29,13,1,192,170
2020-04-21,RS,17,17,157,1959,13084,3879,3550,14,66,172,1900,13476,3817,3485,46,22643,22962,1,19,135,34,23,,3,,14,150,38,36,2,212,243
2020-04-22,RS,17,17,157,1979,13179,3931,3586,14,70,174,1916,13587,3850,3517,46,22846,23160,,20,95,52,36,,4,2,16,111,33,32,,203,198
2020-04-23,RS,17,17,157,1997,13329,3967,3617,14,76,179,1928,13716,3876,3542,47,23081,23364,,18,150,36,31,,6,5,12,129,26,25,1,235,204
2020-04-24,RS,17,17,159,2015,13442,4001,3645,15,77,179,1951,13817,3918,3567,50,23277,23559,2,18,113,34,28,1,1,,23,101,42,25,3,196,195
2020-04-25,RS,17,17,161,2026,13558,4035,3678,15,80,180,1964,13940,3950,3602,51,23473,23767,2,11,116,34,33,,3,1,13,123,32,35,1,196,208
2020-04-26,RS,17,18,161,2046,13647,4070,3713,15,87,182,1985,14050,3981,3635,52,23652,23972,,20,89,35,35,,7,2,21,110,31,33,1,179,205
2020-04-27,RS,17,18,162,2067,13771,4104,3739,15,93,184,1998,14174,4014,3656,53,23858,24172,1,21,124,34,26,,6,2,13,124,33,21,1,206,200
2020-04-28,RS,18,18,163,2085,13891,4126,3769,15,95,184,2008,14278,4050,3688,56,24049,24359,1,18,120,22,30,,2,,10,104,36,32,3,191,187
2020-04-29,RS,18,18,163,2108,14000,4148,3808,15,98,185,2025,14407,4078,3722,56,24242,24571,,23,109,22,39,,3,1,17,129,28,34,,193,212
2020-04-30,RS,18,18,164,2126,14123,4184,3841,15,109,185,2033,14519,4102,3749,58,24453,24755,1,18,123,36,33,,11,,8,112,24,27,2,211,184
2020-05-01,RS,18,18,165,2142,14230,4226,3888,15,116,185,2052,14646,4130,3773,62,24666,24964,1,16,107,42,47,,7,,19,127,28,24,4,213,209
2020-05-02,RS,18,18,166,2159,14345,4266,3923,15,124,185,2075,14766,4153,3802,62,24874,25167,1,17,115,40,35,,8,,23,120,23,29,,208,203
2020-05-03,RS,18,19,169,2179,14486,4298,3952,16,129,185,2088,14888,4183,3819,62,25100,25354,3,20,141,32,29,1,5,,13,122,30,17,,226,187
2020-05-04,RS,18,19,169,2192,14604,4324,3989,17,139,185,2103,14997,4210,3841,62,25295,25537,,13,118,26,37,1,10,,15,109,27,22,,195,183
2020-05-05,RS,19,19,171,2216,14732,4359,4019,17,149,187,2113,15138,4230,3879,62,25514,25758,2,24,128,35,30,,10,2,10,141,20,38,,219,221
2020-05-06,RS,19,19,171,2241,14851,4389,4039,18,155,187,2124,15264,4248,3912,63,25709,25953,,25,119,30,20,1,6,,11,126,18,33,1,195,195
2020-05-07,RS,19,19,172,2256,14965,4433,4067,18,164,188,2137,15397,4283,3947,66,25911,26182,1,15,114,44,28,,9,1,13,133,35,35,3,202,229
2020-05-08,RS,19,19,173,2279,15100,4480,4101,18,175,190,2149,15549,4305,3976,66,26151,26410,1,23,135,47,34,,11,2,12,152,22,29,,240,228
2020-05-09,RS,19,19,175,2296,15231,4516,4128,18,181,191,2166,15692,4329,4012,67,26364,26638,2,17,131,36,27,,6,1,17,143,24,36,1,213,228
2020-05-10,RS,19,20,177,2314,15358,4552,4160,18,186,194,2186,15836,4354,4042,67,26579,26865,2,18,127,36,32,,5,3,20,144,25,30,,215,227
2020-05-11,RS,19,20,180,2341,15456,4597,4191,18,199,196,2199,16005,4386,4075,69,26783,27129,3,27,98,45,31,,13,2,13,169,32,33,2,204,264
2020-05-12,RS,20,20,180,2359,15580,4637,4217,18,207,196,2214,16125,4414,4106,69,26991,27331,,18,124,40,26,,8,,15,120,28,31,,208,202
2020-05-13,RS,20,20,180,2375,15711,4661,4250,18,217,197,2224,16263,4446,4137,69,27195,27553,,16,131,24,33,,10,1,10,138,32,31,,204,222
2020-05-14,RS,20,20,182,2389,15849,4695,4285,18,229,198,2244,16382,4480,4164,69,27418,27766,2,14,138,34,35,,12,1,20,119,34,27,,223,213
2020-05-15,RS,20,20,183,2413,15996,4727,4317,18,242,199,2257,16514,4518,4192,70,27654,27992,1,24,147,32,32,,13,1,13,132,38,28,1,236,226
2020-05-16,RS,20,20,183,2438,16114,4759,4351,18,249,202,2274,16646,4551,4221,72,27863,28215,,25,118,32,34,,7,3,17,132,33,29,2,209,223
2020-05-17,RS,20,21,188,2454,16235,4803,4375,19,258,204,2301,16759,4579,4255,73,28074,28429,5,16,121,44,24,1,9,2,27,113,28,34,1,211,214
2020-05-18,RS,20,21,191,2467,16381,4831,4407,19,265,206,2314,16902,4611,4284,76,28296,28658,3,13,146,28,32,,7,2,13,143,32,29,3,222,229
2020-05-19,RS,21,21,195,2482,16511,4877,4438,20,276,206,2324,17011,4648,4310,78,28523,28853,4,15,130,46,31,1,11,,10,109,37,26,2,227,195
2020-05-20,RS,21,21,196,2499,16647,4923,4470,20,281,209,2338,17127,4681,4356,80,28755,29072,1,17,136,46,32,,5,3,14,116,33,46,2,232,219
2020-05-21,RS,21,21,197,2517,16788,4953,4503,20,289,209,2357,17267,4716,4387,81,28978,29306,1,18,141,30,33,,8,,19,140,35,31,1,223,234
2020-05-22,RS,21,21,197,2533,16916,4985,4546,20,297,209,2373,17396,4747,4428,82,29197,29532,,16,128,32,43,,8,,16,129,31,41,1,219,226
2020-05-23,RS,21,21,198,2552,17042,5018,4573,20,306,211,2391,17514,4773,4469,82,29403,29746,1,19,126,33,27,,9,2,18,118,26,41,,206,214
2020-05-24,RS,21,22,200,2578,17187,5065,4607,20,322,211,2402,17669,4800,4497,82,29657,29983,2,26,145,47,34,,16,,11,155,27,28,,254,237
2020-05-25,RS,21,22,202,2603,17307,5103,4629,20,330,214,2416,17797,4826,4528,82,29864,30193,2,25,120,38,22,,8,3,14,128,26,31,,207,210
2020-05-26,RS,22,22,203,2619,17447,5153,4670,20,336,218,2428,17925,4863,4557,85,30112,30412,1,16,140,50,41,,6,4,12,128,37,29,3,248,219
2020-05-27,RS,22,22,204,2642,17574,5198,4703,20,339,219,2445,18069,4909,4592,86,30341,30659,1,23,127,45,33,,3,1,17,144,46,35,1,229,247
2020-05-28,RS,22,22,205,2657,17702,5237,4741,21,351,220,2457,18211,4947,4618,86,30563,30890,1,15,128,39,38,1,12,1,12,142,38,26,,222,231
2020-05-29,RS,22,22,208,2680,17836,5270,4786,21,357,221,2472,18336,4968,4645,87,30801,31086,3,23,134,33,45,,6,1,15,125,21,27,1,238,196
2020-05-30,RS,22,22,210,2701,17973,5296,4828,22,370,223,2489,18468,5001,4681,88,31030,31320,2,21,137,26,42,1,13,2,17,132,33,36,1,229,234
2020-05-31,RS,22,23,212,2720,18116,5333,4871,22,380,225,2510,18584,5031,4705,90,31274,31525,2,19,143,37,43,,10,2,21,116,30,24,2,244,205
2020-06-01,RS,22,23,214,2752,18247,5373,4901,23,391,225,2521,18751,5060,4729,91,31510,31768,2,32,131,40,30,1,11,,11,167,29,24,1,236,243
2020-06-02,RS,23,23,214,2767,18396,5423,4939,24,406,229,2536,18897,5095,4765,93,31763,32021,,15,149,50,38,1,15,4,15,146,35,36,2,253,253
2020-06-03,RS,23,23,215,2786,18530,5462,4967,24,415,230,2545,19022,5133,4799,94,31984,32238,1,19,134,39,28,,9,1,9,125,38,34,1,221,217
2020-06-04,RS,23,23,218,2813,18657,5514,4988,25,422,230,2567,19170,5171,4828,94,32215,32482,3,27,127,52,21,1,7,,22,148,38,29,,231,244
2020-06-05,RS,23,23,221,2842,18814,5556,5023,25,438,232,2580,19303,5209,4864,95,32481,32721,3,29,157,42,35,,16,2,13,133,38,36,1,266,239
2020-06-06,RS,23,23,221,2870,18972,5602,5057,25,449,233,2601,19439,5238,4896,95,32747,32951,,28,158,46,34,,11,1,21,136,29,32,,266,230
2020-06-07,RS,23,24,222,2886,19120,5642,5084,25,460,235,2617,19574,5272,4918,95,32979,33171,1,16,148,40,27,,11,2,16,135,34,22,,232,220
2020-06-08,RS,23,24,223,2903,19250,5677,5120,25,475,236,2635,19725,5307,4945,96,33198,33419,1,17,130,35,36,,15,1,18,151,35,27,1,219,248
2020-06-09,RS,24,24,230,2922,19382,5725,5154,25,492,238,2650,19875,5339,4972,96,33438,33662,7,19,132,48,34,,17,2,15,150,32,27,,240,243
2020-06-10,RS,24,24,232,2944,19514,5772,5190,26,508,241,2673,20012,5367,5004,98,33678,33903,2,22,132,47,36,1,16,3,23,137,28,32,2,240,241
2020-06-11,RS,24,24,236,2966,19640,5833,5225,26,518,242,2696,20147,5409,5035,102,33926,34149,4,22,126,61,35,,10,1,23,135,42,31,4,248,246
2020-06-12,RS,24,24,236,2986,19790,5873,5258,26,528,242,2712,20291,5453,5062,103,34169,34391,,20,150,40,33,,10,,16,144,44,27,1,243,242
2020-06-13,RS,24,24,236,3013,19944,5921,5295,26,547,246,2733,20437,5487,5108,104,34435,34662,,27,154,48,37,,19,4,21,146,34,46,1,266,271
2020-06-14,RS,24,25,236,3032,20075,5988,5332,26,550,249,2745,20538,5526,5141,106,34689,34855,,19,131,67,37,,3,3,12,101,39,33,2,254,193
2020-06-15,RS,24,25,237,3048,20201,6037,5367,26,562,249,2761,20687,5564,5172,106,34916,35101,1,16,126,49,35,,12,,16,149,38,31,,227,246
2020-06-16,RS,25,25,241,3067,20324,6092,5384,26,583,249,2783,20825,5590,5206,107,35134,35343,4,19,123,55,17,,21,,22,138,26,34,1,218,242
2020-06-17,RS,25,25,242,3092,20458,6132,5427,26,601,249,2799,20943,5626,5233,108,35377,35559,1,25,134,40,43,,18,,16,118,36,27,1,243,216
2020-06-18,RS,25,25,245,3110,20613,6180,5475,27,618,251,2807,21083,5662,5261,108,35650,35790,3,18,155,48,48,1,17,2,8,140,36,28,,273,231
2020-06-19,RS,25,25,246,3127,20725,6218,5510,28,636,252,2826,21228,5691,5292,110,35854,36035,1,17,112,38,35,1,18,1,19,145,29,31,2,204,245
2020-06-20,RS,25,25,247,3150,20865,6259,5540,28,655,256,2837,21356,5728,5336,110,36089,36278,1,23,140,41,30,,19,4,11,128,37,44,,235,243
2020-06-21,RS,25,26,247,3167,21004,6315,5571,28,680,257,2857,21475,5765,5370,110,36332,36514,,17,139,56,31,,25,1,20,119,37,34,,243,236
2020-06-22,RS,25,26,248,3181,21128,6378,5601,28,700,257,2875,21599,5796,5396,112,36564,36735,1,14,124,63,30,,20,,18,124,31,26,2,232,221
2020-06-23,RS,26,26,248,3199,21266,6431,5632,29,720,258,2894,21707,5822,5423,113,36805,36937,,18,138,53,31,1,20,1,19,108,26,27,1,241,202
2020-06-24,RS,26,26,248,3222,21383,6486,5665,29,739,260,2911,21821,5852,5449,116,37033,37148,,23,117,55,33,,19,2,17,114,30,26,3,228,211
2020-06-25,RS,26,26,249,3243,21511,6522,5697,29,759,261,2927,21948,5879,5486,116,37251,37376,1,21,128,36,32,,20,1,16,127,27,37,,218,228
2020-06-26,RS,26,26,250,3261,21655,6590,5733,29,775,262,2944,22085,5912,5515,117,37518,37610,1,18,144,68,36,,16,1,17,137,33,29,1,267,234
2020-06-27,RS,26,26,254,3291,21802,6652,5768,29,794,262,2959,22219,5945,5546,121,37796,37846,4,30,147,62,35,,19,,15,134,33,31,4,278,236
2020-06-28,RS,26,27,255,3316,21957,6690,5805,29,826,263,2988,22359,5982,5572,122,38052,38112,1,25,155,38,37,,32,1,29,140,37,26,1,256,266
2020-06-29,RS,26,27,256,3335,22110,6748,5842,29,852,265,3002,22499,6027,5603,122,38320,38370,1,19,153,58,37,,26,2,14,140,45,31,,268,258
2020-06-30,RS,27,27,258,3357,22239,6792,5884,30,881,266,3011,22660,6060,5635,123,38560,38636,2,22,129,44,42,1,29,1,9,161,33,32,1,240,266
2020-07-01,RS,27,27,263,3379,22373,6843,5914,30,913,268,3024,22800,6094,5674,125,38802,38898,5,22,134,51,30,,32,2,13,140,34,39,2,242,262
2020-07-02,RS,27,27,267,3404,22539,6898,5954,31,941,269,3043,22955,6125,5704,125,39093,39162,4,25,166,55,40,1,28,1,19,155,31,30,,291,264
2020-07-03,RS,27,27,269,3435,22678,6948,5983,31,965,270,3061,23094,6158,5732,125,39344,39405,2,31,139,50,29,,24,1,18,139,33,28,,251,243
2020-07-04,RS,27,27,269,3457,22846,6996,6026,31,985,275,3082,23236,6193,5755,126,39625,39652,,22,168,48,43,,20,5,21,142,35,23,1,281,247
2020-07-05,RS,27,28,270,3480,23010,7048,6064,31,1012,276,3093,23374,6221,5783,129,39903,39888,1,23,164,52,38,,27,1,11,138,28,28,3,278,236
2020-07-06,RS,27,28,271,3506,23186,7101,6101,31,1040,277,3110,23517,6258,5818,131,40196,40151,1,26,176,53,37,,28,1,17,143,37,35,2,293,263
2020-07-07,RS,28,28,277,3526,23350,7152,6139,31,1075,281,3133,23653,6288,5850,132,40475,40412,6,20,164,51,38,,35,4,23,136,30,32,1,279,261
2020-07-08,RS,28,28,280,3558,23559,7227,6180,31,1120,284,3151,23810,6323,5879,133,40835,40700,3,32,209,75,41,,45,3,18,157,35,29,1,360,288
2020-07-09,RS,28,28,282,3581,23731,7288,6213,31,1163,285,3174,23932,6355,5914,134,41126,40957,2,23,172,61,33,,43,1,23,122,32,35,1,291,257
2020-07-10,RS,28,28,282,3602,23926,7345,6252,33,1213,286,3195,24087,6402,5942,136,41440,41261,,21,195,57,39,2,50,1,21,155,47,28,2,314,304
2020-07-11,RS,28,28,284,3632,24098,7410,6290,33,1244,287,3213,24235,6437,5972,137,41747,41525,2,30,172,65,38,,31,1,18,148,35,30,1,307,264
2020-07-12,RS,28,29,285,3663,24279,7459,6330,33,1290,288,3235,24384,6463,6002,139,42049,41801,1,31,181,49,40,,46,1,22,149,26,30,2,302,276
2020-07-13,RS,28,29,286,3691,24428,7529,6373,33,1349,289,3255,24545,6504,6025,143,42340,42110,1,28,149,70,43,,59,1,20,161,41,23,4,291,309
2020-07-14,RS,29,29,292,3716,24581,7590,6411,34,1385,292,3278,24714,6539,6053,145,42624,42406,6,25,153,61,38,1,36,3,23,169,35,28,2,284,296
2020-07-15,RS,29,29,295,3734,24732,7640,6447,35,1433,293,3295,24876,6578,6078,146,42883,42699,3,18,151,50,36,1,48,1,17,162,39,25,1,259,293
2020-07-16,RS,29,29,300,3767,24891,7705,6493,35,1471,296,3317,25044,6604,6111,151,43191,42994,5,33,159,65,46,,38,3,22,168,26,33,5,308,295
2020-07-17,RS,29,29,302,3788,25060,7757,6522,36,1529,297,3329,25219,6646,6142,152,43465,43314,2,21,169,52,29,1,58,1,12,175,42,31,1,274,320
2020-07-18,RS,29,29,305,3815,25231,7822,6548,36,1577,298,3351,25384,6685,6192,154,43757,43641,3,27,171,65,26,,48,1,22,165,39,50,2,292,327
2020-07-19,RS,29,30,305,3834,25375,7896,6586,36,1621,298,3371,25525,6729,6221,156,44032,43921,,19,144,74,38,,44,,20,141,44,29,2,275,280
2020-07-20,RS,29,30,307,3865,25528,7966,6622,37,1666,303,3393,25675,6769,6256,160,44325,44222,2,31,153,70,36,1,45,5,22,150,40,35,4,293,301
2020-07-21,RS,30,30,308,3881,25697,8024,6668,37,1730,309,3421,25824,6817,6289,162,44615,44552,1,16,169,58,46,,64,6,28,149,48,33,2,290,330
2020-07-22,RS,30,30,312,3907,25867,8094,6722,38,1780,311,3436,25968,6851,6325,165,44940,44836,4,26,170,70,54,1,50,2,15,144,34,36,3,325,284
2020-07-23,RS,30,30,314,3929,25991,8150,6757,38,1828,313,3461,26103,6881,6356,165,45179,45107,2,22,124,56,35,,48,2,25,135,30,31,,239,271
2020-07-24,RS,30,30,318,3963,26139,8209,6788,38,1883,316,3482,26239,6929,6381,167,45455,45397,4,34,148,59,31,,55,3,21,136,48,25,2,276,290
2020-07-25,RS,30,30,321,3986,26295,8278,6832,39,1932,318,3501,26388,6959,6411,169,45751,45678,3,23,156,69,44,1,49,2,19,149,30,30,2,296,281
2020-07-26,RS,30,31,322,4019,26440,8345,6857,41,1986,324,3523,26506,6990,6443,171,46024,45943,1,33,145,67,25,2,54,6,22,118,31,32,2,273,265
2020-07-27,RS,30,31,325,4040,26590,8411,6900,41,2045,326,3543,26659,7030,6480,175,46307,46258,3,21,150,66,43,,59,2,20,153,40,37,4,283,315
2020-07-28,RS,31,31,329,4068,26746,8456,6939,41,2107,329,3555,26818,7069,6517,181,46579,46576,4,28,156,45,39,,62,3,12,159,39,37,6,272,318
2020-07-29,RS,31,31,332,4085,26905,8510,6973,41,2175,330,3574,26952,7103,6540,186,46846,46860,3,17,159,54,34,,68,1,19,134,34,23,5,267,284
2020-07-30,RS,31,31,333,4108,27056,8574,7010,41,2230,334,3594,27097,7148,6572,187,47122,47162,1,23,151,64,37,,55,4,20,145,45,32,1,276,302
2020-07-31,RS,31,31,334,4127,27224,8632,7045,41,2273,334,3613,27259,7182,6618,193,47403,47472,1,19,168,58,35,,43,,19,162,34,46,6,281,310
2020-08-01,RS,31,31,340,4143,27382,8697,7085,42,2347,335,3626,27435,7211,6647,196,47689,47797,6,16,158,65,40,1,74,1,13,176,29,29,3,286,325
2020-08-02,RS,31,32,342,4179,27545,8753,7123,42,2406,336,3642,27560,7243,6679,200,47984,48066,2,36,163,56,38,,59,1,16,125,32,32,4,295,269
2020-08-03,RS,31,32,347,4213,27685,8807,7162,43,2478,336,3659,27709,7278,6701,200,48257,48361,5,34,140,54,39,1,72,,17,149,35,22,,273,295
2020-08-04,RS,32,32,354,4245,27825,8856,7195,43,2533,337,3684,27871,7327,6719,203,48518,48674,7,32,140,49,33,,55,1,25,162,49,18,3,261,313
